Date,Selina,Sub Category,Capacity,Out of Order,Available Beds,Sold Beds,Room Revenue USD,Food and Beverage Revenue,Activities Revenue,Co-Working Revenue,Average Guest Review
6/11/2018,Quito,Private,36,6,30,11,229.9,53.350594,0.754072,0.754072,9.005
6/11/2018,Montanita,Private,96,12,84,37,913.9,249.549534,65.197626,31.474716,8.782
6/11/2018,Quito,Dorm,150,23,127,50,600,145.632,8.364,3.444,8.984
6/11/2018,Montanita,Dorm,148,13,135,56,784,217.93632,59.78784,16.072,8.805
6/11/2018,Mexico City,Private Shared,68,6,62,26,790.4,1.944384,103.70048,7.777536,8.893
6/11/2018,Pedasi,Private,16,1,15,10,231,66.297,43.37718,22.35156,8.693
6/11/2018,Santa Teresa North,Private,22,1,21,13,354.9,80.611986,50.346114,23.572458,8.712
6/11/2018,La Fortuna,Private Shared,32,1,31,17,367.2,98.461008,42.455664,10.839744,8.753
6/11/2018,San Jose,Private Shared,14,1,13,9,210.6,46.972224,34.711092,14.160744,8.706
6/11/2018,Pedasi,Dorm,8,1,7,5,65,18.3352,12.6854,6.2361,8.704
6/11/2018,Montanita,Private Shared,38,5,33,14,313.6,90.774656,26.743808,5.400192,8.777
6/11/2018,Red Frog,Private Shared,14,1,13,8,201.6,58.68576,34.880832,16.200576,8.731
6/12/2018,Playa del Carmen,Dorm,177,18,159,63,1134,90.19836,145.06128,41.8446,8.776
6/12/2018,Bocas del Toro,Dorm,154,1,153,87,1131,333.8712,199.3953,98.30652,8.69
6/12/2018,Santa Teresa North,Dorm,140,1,139,77,1001,224.08386,144.46432,55.81576,8.737
6/12/2018,Jaco,Dorm,118,3,115,61,854,219.88792,93.83752,29.41176,8.767
6/12/2018,La Fortuna,Dorm,100,1,99,47,564,145.6812,55.96008,19.88664,8.75
6/12/2018,Mexico City,Dorm,254,27,227,86,1204,0,150.06656,20.73288,8.885
6/12/2018,San Jose,Private,40,1,39,25,787.5,173.70675,131.733,43.911,8.71
6/12/2018,Cartagena,Dorm,114,10,104,41,656,3.76544,83.91552,12.37216,8.899
6/12/2018,Tamarindo,Dorm,144,2,142,82,1148,285.23208,166.62072,50.83344,8.75
6/12/2018,Mexico City,Private Shared,68,6,62,25,712.5,8.1795,81.795,9.93225,8.91
6/12/2018,Manuel Antonio,Dorm,116,2,114,72,1080,247.0824,171.8064,69.0768,8.724
6/12/2018,Jaco,Private Shared,26,1,25,15,378,98.87724,43.3944,16.11792,8.769
6/12/2018,Venao,Dorm,51,1,50,31,403,110.37364,75.67534,38.66382,8.689
6/12/2018,Playa del Carmen,Private,59,6,53,19,710.6,62.348044,96.726872,21.559604,8.788
6/12/2018,Puerto Viejo,Private Shared,40,1,39,24,604.8,156.21984,80.341632,31.739904,8.756
6/12/2018,Puerto Viejo,Dorm,66,1,65,38,494,123.14432,55.49596,21.46924,8.76
6/12/2018,Bocas del Toro,Private Shared,32,1,31,19,376.2,106.735464,69.4089,29.922948,8.698
6/12/2018,Quito,Private,36,5,31,11,209,53.1278,0.68552,4.79864,8.995
6/12/2018,Medellin,Dorm,215,25,190,90,1170,322.3584,178.4484,65.2392,8.76
6/12/2018,Medellin,Private,88,9,79,36,820.8,224.800704,130.572864,46.440864,8.745
6/12/2018,La Fortuna,Private,20,1,19,11,300.3,80.522442,35.459424,10.342332,8.753
6/12/2018,Santa Teresa North,Private,22,1,21,14,411.6,92.140776,59.739624,23.963352,8.721
6/12/2018,Playa del Carmen,Private Shared,54,6,48,20,646,47.14508,78.92828,25.42656,8.799
6/12/2018,San Jose,Dorm,86,1,85,52,780,177.8088,118.326,41.574,8.73
6/12/2018,Tamarindo,Private,24,1,23,13,382.2,90.88716,50.14464,18.490836,8.733
6/12/2018,Montanita,Private,96,10,86,38,1010.8,298.38816,72.939328,16.57712,8.789
6/12/2018,Venao,Private,12,1,11,7,191.1,52.808574,34.47444,15.826902,8.696
6/12/2018,Mexico City,Private,132,16,116,42,1478.4,4.849152,189.116928,26.670336,8.903
6/12/2018,Quito,Dorm,150,26,124,38,380,95.6612,0,0,8.98
6/12/2018,Antigua,Private,34,4,30,13,429,122.77122,58.74726,10.90518,8.774
6/12/2018,Red Frog,Private,34,1,33,21,573.3,169.23816,104.363532,45.130176,8.711
6/12/2018,Venao,Private Shared,34,1,33,21,453.6,132.786864,90.384336,34.591536,8.69
6/12/2018,La Fortuna,Private Shared,32,1,31,16,403.2,103.485312,39.013632,12.233088,8.767
6/12/2018,Jaco,Private,42,1,41,24,655.2,173.536272,81.126864,26.8632,8.766
6/12/2018,Puerto Viejo,Private,32,1,31,19,598.5,155.57409,71.16165,24.04773,8.742
6/12/2018,Santa Teresa North,Private Shared,16,1,15,10,234,51.23196,33.96276,15.92604,8.723
6/12/2018,Montanita,Dorm,148,12,136,55,715,210.4817,51.0081,22.8657,8.799
6/12/2018,Bocas del Toro,Private,44,1,43,26,655.2,192.340512,126.25704,51.577344,8.703
6/12/2018,Red Frog,Dorm,24,1,23,14,168,48.216,28.2408,14.4648,8.728
6/12/2018,Cartagena,Private Shared,14,2,12,5,128,1.5744,15.42912,1.67936,8.881
6/12/2018,Manuel Antonio,Private,60,1,59,36,982.8,218.397816,145.06128,63.665784,8.708
6/12/2018,Puerto Escondido,Dorm,108,13,95,31,527,4.75354,66.11742,14.26062,9.007
6/12/2018,Medellin,Private Shared,24,3,21,10,208,58.8432,30.18912,12.10976,8.758
6/12/2018,Cartagena,Private,46,5,41,15,427.5,0.7011,53.2836,5.25825,8.881
6/12/2018,Manuel Antonio,Private Shared,18,1,17,10,234,50.65632,34.34652,16.11792,8.733
6/12/2018,Tamarindo,Private Shared,34,1,33,19,444.6,106.455024,60.518952,26.613756,8.736
6/12/2018,Antigua,Dorm,92,9,83,36,540,154.5372,70.4052,16.8264,8.789
6/12/2018,Montanita,Private Shared,38,4,34,14,291.2,80.947776,25.788672,5.730816,8.783
6/12/2018,San Jose,Private Shared,14,1,13,9,243,52.8039,37.8594,14.14746,8.706
6/12/2018,Pedasi,Private,16,1,15,10,273,75.21696,50.59236,25.96776,8.708
6/12/2018,Quito,Private Shared,24,4,20,8,128,32.0128,0.41984,2.0992,8.997
6/12/2018,Pedasi,Dorm,8,1,7,5,55,15.334,10.0573,4.8708,8.714
6/12/2018,Puerto Escondido,Private,26,3,23,8,281.6,3.925504,32.32768,6.696448,8.988
6/13/2018,Cartagena,Dorm,114,11,103,33,495,0,64.944,7.3062,8.895
6/13/2018,San Jose,Dorm,86,1,85,52,780,181.0068,124.722,44.772,8.731
6/13/2018,Medellin,Dorm,215,22,193,90,1260,365.7528,199.4076,60.9588,8.763
6/13/2018,Manuel Antonio,Dorm,116,2,114,70,1050,223.86,163.59,61.992,8.713
6/13/2018,Medellin,Private,88,10,78,40,836,242.67408,128.87776,49.35744,8.746
6/13/2018,Santa Teresa North,Dorm,140,3,137,78,936,216.44064,147.36384,43.74864,8.713
6/13/2018,Mexico City,Private,132,13,119,47,1551,2.54364,171.6957,36.88278,8.908
6/13/2018,Venao,Private,12,1,11,8,184.8,52.582992,35.307888,16.972032,8.708
6/13/2018,Santa Teresa North,Private Shared,16,1,15,10,234,52.57512,33.19524,12.08844,8.735
6/13/2018,Bocas del Toro,Dorm,154,1,153,96,1152,318.34368,224.82432,87.85152,8.705
6/13/2018,Cartagena,Private Shared,14,2,12,5,128,0.20992,16.89856,4.1984,8.895
6/13/2018,Tamarindo,Private Shared,34,1,33,20,540,133.2828,79.2612,30.1104,8.753
6/13/2018,Bocas del Toro,Private,44,1,43,26,655.2,191.265984,117.660816,51.577344,8.704
6/13/2018,Puerto Viejo,Private Shared,40,1,39,24,648,164.7216,82.89216,29.2248,8.738
6/13/2018,Jaco,Dorm,118,2,116,62,806,198.276,102.4426,40.97704,8.74
6/13/2018,Manuel Antonio,Private,60,2,58,37,1087.8,247.082892,179.291196,65.115708,8.713
6/13/2018,Bocas del Toro,Private Shared,32,0,32,19,410.4,111.390768,82.112832,32.643216,8.705
6/13/2018,Tamarindo,Dorm,144,3,141,86,1290,317.34,169.248,68.757,8.752
6/13/2018,Montanita,Dorm,148,18,130,50,650,176.423,45.305,22.919,8.789
6/13/2018,Puerto Viejo,Private,32,1,31,18,567,145.06128,72.99558,26.03664,8.74
6/13/2018,Antigua,Private,34,4,30,15,495,136.3824,71.8443,22.7304,8.788
6/13/2018,Playa del Carmen,Dorm,177,18,159,58,1044,86.46408,130.98024,29.10672,8.786
6/13/2018,Mexico City,Private Shared,68,8,60,20,646,4.23776,76.27968,11.12412,8.898
6/13/2018,Venao,Dorm,51,1,50,30,390,106.4934,77.3916,31.3404,8.685
6/13/2018,Cartagena,Private,46,5,41,14,425.6,0.348992,49.207872,8.375808,8.9
6/13/2018,Puerto Viejo,Dorm,66,2,64,39,507,130.54236,62.77674,22.44996,8.74
6/13/2018,Puerto Escondido,Dorm,108,10,98,33,528,5.19552,57.15072,3.46368,9.007
6/13/2018,La Fortuna,Private Shared,32,1,31,16,403.2,110.428416,43.311744,10.910592,8.759
6/13/2018,Mexico City,Dorm,254,23,231,79,1343,0,167.39152,13.21512,8.883
6/13/2018,Antigua,Private Shared,52,5,47,20,608,175.49312,76.27968,15.95392,8.789
6/13/2018,Playa del Carmen,Private Shared,54,6,48,19,541.5,36.41046,74.59704,9.76866,8.798
6/13/2018,San Jose,Private,40,1,39,24,705.6,167.213088,105.882336,34.136928,8.733
6/13/2018,Quito,Private,36,6,30,11,209,51.24262,1.88518,2.74208,9.007
6/13/2018,Venao,Private Shared,34,1,33,19,444.6,127.6002,88.590996,38.644632,8.69
6/13/2018,Tamarindo,Private,24,1,23,14,382.2,96.528432,49.517832,14.416584,8.749
6/13/2018,La Fortuna,Dorm,100,2,98,52,624,156.0624,67.54176,23.53728,8.772
6/13/2018,Playa del Carmen,Private,59,6,53,21,739.2,61.826688,88.497024,18.790464,8.782
6/13/2018,Quito,Dorm,150,24,126,44,440,103.1888,2.8864,6.1336,8.995
6/13/2018,Montanita,Private,96,8,88,38,938.6,260.912028,73.886592,16.162692,8.794
6/13/2018,Medellin,Private Shared,24,3,21,10,192,53.21472,27.552,8.34432,8.748
6/13/2018,Red Frog,Private,34,1,33,20,546,148.19532,95.36436,42.98112,8.73
6/13/2018,Jaco,Private,42,1,41,22,600.6,158.582424,71.41134,20.684664,8.761
6/13/2018,Red Frog,Dorm,24,1,23,14,168,45.4608,30.16944,14.4648,8.718
6/13/2018,Puerto Escondido,Private,26,4,22,9,297,0.24354,36.04392,2.67894,8.988
6/13/2018,Antigua,Dorm,92,8,84,39,585,169.3341,81.549,15.3504,8.771
6/13/2018,Manuel Antonio,Private Shared,18,1,17,11,257.4,55.721952,38.625444,15.196896,8.729
6/13/2018,Jaco,Private Shared,26,1,25,14,327.6,87.036768,37.877112,14.506128,8.769
6/13/2018,San Jose,Private Shared,14,1,13,8,216,47.11392,34.36128,11.86704,8.719
6/13/2018,Santa Teresa North,Private,22,1,21,14,382.2,88.379928,62.367396,19.117644,8.72
6/13/2018,Montanita,Private Shared,38,4,34,13,291.2,85.007104,24.594752,7.16352,8.781
6/13/2018,La Fortuna,Private,20,1,19,10,252,63.85176,26.03664,7.43904,8.762
6/13/2018,Quito,Private Shared,24,4,20,8,153.6,35.518464,1.637376,1.007616,8.981
6/13/2018,Pedasi,Private,16,0,16,10,294,84.378,53.76084,25.55448,8.705
6/14/2018,Manuel Antonio,Dorm,116,3,113,71,994,219.25652,154.8652,47.27464,8.721
6/14/2018,Montanita,Dorm,148,14,134,47,611,170.84782,42.5867,20.54182,8.804
6/14/2018,Mexico City,Dorm,254,23,231,90,1350,4.428,162.729,28.782,8.91
6/14/2018,Puerto Viejo,Dorm,66,2,64,40,600,150.552,72.816,22.632,8.758
6/14/2018,Mexico City,Private,132,15,117,47,1551,6.3591,186.95754,52.14462,8.906
6/14/2018,Medellin,Private,88,10,78,40,836,226.90712,118.59496,39.07464,8.759
6/14/2018,San Jose,Dorm,86,1,85,53,689,158.1944,117.51584,45.76338,8.733
6/14/2018,Bocas del Toro,Dorm,154,1,153,95,1235,347.3561,241.0226,97.2192,8.708
6/14/2018,Tamarindo,Dorm,144,0,144,86,1118,260.35984,138.43076,51.33856,8.73
6/14/2018,Playa del Carmen,Dorm,177,20,157,65,1040,92.9552,139.0064,32.4064,8.791
6/14/2018,Santa Teresa North,Private Shared,16,1,15,10,216,48.708,35.60112,9.7416,8.725
6/14/2018,Venao,Dorm,51,1,50,32,416,112.91072,82.20992,32.06528,8.694
6/14/2018,Puerto Viejo,Private,32,1,31,18,491.4,128.540412,55.203876,16.923816,8.762
6/14/2018,Santa Teresa North,Dorm,140,3,137,77,1001,230.65042,160.0599,59.09904,8.729
6/14/2018,Jaco,Private,42,1,41,23,579.6,142.5816,63.686448,25.664688,8.763
6/14/2018,Red Frog,Dorm,24,1,23,14,168,47.94048,30.44496,13.36272,8.717
6/14/2018,Quito,Private,36,5,31,11,209,50.5571,1.02828,1.54242,8.995
6/14/2018,Jaco,Dorm,118,2,116,67,871,223.55086,97.84814,26.42614,8.747
6/14/2018,Puerto Escondido,Dorm,108,10,98,30,480,1.5744,62.1888,12.9888,9.007
6/14/2018,Jaco,Private Shared,26,1,25,15,378,94.22784,49.28364,11.77848,8.742
6/14/2018,Venao,Private Shared,34,1,33,19,478.8,133.882056,91.872144,44.758224,8.698
6/14/2018,Medellin,Dorm,215,24,191,86,1118,321.78276,169.6006,64.1732,8.746
6/14/2018,Medellin,Private Shared,24,3,21,12,230.4,63.29088,36.652032,14.1696,8.75
6/14/2018,Playa del Carmen,Private,59,6,53,23,860.2,72.652492,112.152876,21.866284,8.792
6/14/2018,Cartagena,Dorm,114,12,102,34,476,4.29352,53.86416,11.7096,8.897
6/14/2018,Bocas del Toro,Private,44,1,43,26,600.6,171.387216,106.870764,47.279232,8.694
6/14/2018,Bocas del Toro,Private Shared,32,1,31,20,432,123.27552,80.05824,40.38336,8.709
6/14/2018,La Fortuna,Dorm,100,2,98,51,714,193.79388,72.59952,33.95784,8.776
6/14/2018,Antigua,Private,34,3,31,14,462,136.00356,65.53932,14.01708,8.776
6/14/2018,Montanita,Private,96,12,84,33,752.4,220.874544,53.676216,15.4242,8.789
6/14/2018,Antigua,Private Shared,52,5,47,22,710.6,199.863356,88.569184,30.299984,8.794
6/14/2018,Cartagena,Private Shared,14,2,12,5,128,1.78432,17.00352,2.30912,8.886
6/14/2018,Puerto Viejo,Private Shared,40,1,39,24,561.6,141.377184,69.0768,21.644064,8.759
6/14/2018,Cartagena,Private,46,5,41,16,456,2.61744,51.60096,15.33072,8.904
6/14/2018,Playa del Carmen,Private Shared,54,5,49,21,678.3,57.289218,80.64987,19.46721,8.797
6/14/2018,Tamarindo,Private,24,1,23,15,409.5,102.08016,58.09167,15.44634,8.731
6/14/2018,Manuel Antonio,Private Shared,18,1,17,11,297,64.05102,46.2726,20.21382,8.707
6/14/2018,San Jose,Private,40,1,39,23,627.9,142.106328,99.886332,34.496826,8.711
6/14/2018,Red Frog,Private,34,1,33,19,478.8,130.741128,79.701048,33.764976,8.732
6/14/2018,La Fortuna,Private Shared,32,1,31,16,374.4,100.084608,39.297024,12.587328,8.778
6/14/2018,Santa Teresa North,Private,22,1,21,14,382.2,87.439716,61.740588,26.012532,8.733
6/14/2018,Quito,Dorm,150,21,129,39,468,110.52288,0,8.82648,8.993
6/14/2018,Mexico City,Private Shared,68,7,61,21,638.4,5.23488,85.852032,10.46976,8.899
6/14/2018,Manuel Antonio,Private,60,1,59,33,900.9,194.288094,149.963814,42.846804,8.718
6/14/2018,Antigua,Dorm,92,8,84,39,624,177.04128,91.07904,14.83872,8.787
6/14/2018,San Jose,Private Shared,14,1,13,9,243,56.19132,36.46458,13.74894,8.711
6/14/2018,Venao,Private,12,1,11,7,205.8,57.883308,39.151392,19.575696,8.697
6/14/2018,La Fortuna,Private,20,1,19,10,294,79.31532,34.9566,10.36644,8.773
6/14/2018,Tamarindo,Private Shared,34,1,33,19,444.6,111.923604,55.414944,21.509748,8.732
6/14/2018,Puerto Escondido,Private,26,3,23,10,352,3.46368,45.89376,10.96832,9.004
6/14/2018,Montanita,Private Shared,38,4,34,15,288,83.8368,21.2544,7.32096,8.775
6/14/2018,Pedasi,Private,16,1,15,10,273,74.54538,51.93552,21.71442,8.709
6/14/2018,Quito,Private Shared,24,4,20,8,128,31.488,1.78432,2.41408,9.009
6/15/2018,Tamarindo,Private Shared,34,1,33,22,554.4,127.29024,71.828064,23.639616,8.741
6/15/2018,Santa Teresa North,Private Shared,16,1,15,9,210.6,47.317608,32.638788,13.81536,8.715
6/15/2018,San Jose,Dorm,86,2,84,50,700,161.294,111.93,43.05,8.707
6/15/2018,Manuel Antonio,Private Shared,18,1,17,11,257.4,57.410496,42.424668,13.71942,8.712
6/15/2018,Bocas del Toro,Dorm,154,3,151,92,1104,315.94272,204.59328,84.19104,8.694
6/15/2018,Antigua,Private,34,4,30,13,429,126.6408,59.09904,11.25696,8.783
6/15/2018,Tamarindo,Dorm,144,2,142,79,1027,245.90488,130.5317,41.26486,8.725
6/15/2018,Cartagena,Dorm,114,12,102,38,646,5.2972,77.86884,14.83216,8.897
6/15/2018,Mexico City,Dorm,254,22,232,93,1488,8.54112,186.68448,42.7056,8.896
6/15/2018,Montanita,Private Shared,38,5,33,15,336,93.95232,25.89888,10.74528,8.785
6/15/2018,Antigua,Dorm,92,9,83,38,608,176.9888,78.77248,27.4208,8.768
6/15/2018,Santa Teresa North,Dorm,140,3,137,85,1190,281.0304,171.7408,79.0398,8.732
6/15/2018,Jaco,Private Shared,26,1,25,14,327.6,80.052336,42.712488,10.208016,8.747
6/15/2018,Jaco,Private,42,1,41,23,627.9,153.433644,73.627554,28.833168,8.758
6/15/2018,Puerto Viejo,Private Shared,40,1,39,25,630,156.0132,73.3572,21.6972,8.745
6/15/2018,Puerto Viejo,Private,32,1,31,18,529.2,137.994192,63.355824,29.074248,8.753
6/15/2018,La Fortuna,Dorm,100,1,99,52,728,190.43024,79.99264,19.10272,8.771
6/15/2018,Cartagena,Private,46,5,41,17,516.8,4.661536,58.057312,13.984608,8.884
6/15/2018,Medellin,Dorm,215,21,194,96,1152,311.7312,177.59232,60.45696,8.753
6/15/2018,Medellin,Private,88,9,79,40,912,263.98752,140.59392,41.87904,8.755
6/15/2018,Quito,Private Shared,24,4,20,7,123.2,30.004128,0.202048,0.909216,8.992
6/15/2018,Jaco,Dorm,118,2,116,64,832,206.71872,105.06496,28.65408,8.743
6/15/2018,Playa del Carmen,Dorm,177,18,159,69,1104,73.32768,153.8976,45.264,8.784
6/15/2018,Playa del Carmen,Private,59,6,53,22,726,50.00688,95.84652,22.02684,8.794
6/15/2018,Tamarindo,Private,24,1,23,15,441,110.2941,60.75216,25.67502,8.754
6/15/2018,Montanita,Dorm,148,14,134,47,658,183.4504,53.956,19.42416,8.793
6/15/2018,Manuel Antonio,Dorm,116,1,115,72,1080,231.1416,180.6624,69.9624,8.726
6/15/2018,Playa del Carmen,Private Shared,54,7,47,18,581.4,45.767808,68.651712,21.45366,8.805
6/15/2018,Cartagena,Private Shared,14,2,12,5,136,0.22304,15.0552,1.78432,8.902
6/15/2018,Bocas del Toro,Private,44,1,43,27,623.7,181.047636,122.74416,57.792042,8.686
6/15/2018,Venao,Dorm,51,1,50,29,348,96.73704,68.20104,33.67248,8.695
6/15/2018,Quito,Private,36,5,31,12,250.8,58.61196,1.439592,5.347056,8.998
6/15/2018,Manuel Antonio,Private,60,2,58,35,1029,243.00864,170.44356,68.34618,8.706
6/15/2018,Puerto Viejo,Dorm,66,1,65,37,555,138.8055,72.816,18.6591,8.76
6/15/2018,Puerto Escondido,Dorm,108,13,95,33,528,0.43296,59.74848,3.46368,9.004
6/15/2018,Santa Teresa North,Private,22,1,21,13,327.6,71.993376,46.473336,16.386552,8.725
6/15/2018,Venao,Private,12,1,11,8,201.6,59.016384,40.170816,16.365888,8.692
6/15/2018,Red Frog,Private,34,1,33,22,554.4,159.567408,101.832192,41.369328,8.721
6/15/2018,Mexico City,Private Shared,68,8,60,25,760,3.116,101.5816,23.6816,8.899
6/15/2018,San Jose,Private Shared,14,1,13,8,201.6,44.138304,33.227712,10.414656,8.717
6/15/2018,Puerto Escondido,Private,26,3,23,8,281.6,1.385472,36.94592,7.851008,8.982
6/15/2018,Bocas del Toro,Private Shared,32,1,31,19,444.6,127.964772,86.038992,40.467492,8.709
6/15/2018,Red Frog,Dorm,24,1,23,15,180,50.7744,33.3576,15.498,8.722
6/15/2018,Quito,Dorm,150,21,129,44,528,134.2176,5.62848,9.95808,8.982
6/15/2018,Venao,Private Shared,34,1,33,21,529.2,145.37124,104.14656,42.526512,8.711
6/15/2018,La Fortuna,Private,20,1,19,10,294,74.01156,33.51012,9.6432,8.75
6/15/2018,San Jose,Private,40,1,39,22,646.8,142.140768,108.196704,30.761808,8.722
6/15/2018,Mexico City,Private,132,13,119,48,1689.6,1.385472,209.206272,58.189824,8.901
6/15/2018,Medellin,Private Shared,24,3,21,11,228.8,65.290368,36.397504,13.695968,8.761
6/15/2018,La Fortuna,Private Shared,32,1,31,16,403.2,108.775296,43.642368,15.539328,8.775
6/15/2018,Montanita,Private,96,8,88,33,815.1,223.239588,57.480852,10.694112,8.796
6/15/2018,Antigua,Private Shared,52,6,46,21,598.5,176.18643,75.57858,26.01081,8.779
6/16/2018,Antigua,Private,34,5,29,13,486.2,137.944664,62.992072,11.96052,8.79
6/16/2018,Montanita,Private Shared,38,4,34,13,291.2,80.470208,23.8784,5.492032,8.801
6/16/2018,Playa del Carmen,Dorm,177,20,157,58,870,71.34,116.2842,23.5422,8.778
6/16/2018,Mexico City,Dorm,254,28,226,75,1125,4.6125,143.91,16.605,8.91
6/16/2018,La Fortuna,Dorm,100,2,98,53,689,185.87842,77.96724,20.33928,8.768
6/16/2018,Red Frog,Private,34,1,33,21,573.3,169.23816,99.662472,47.480706,8.719
6/16/2018,Cartagena,Dorm,114,13,101,33,528,6.06144,59.31552,17.3184,8.9
6/16/2018,Playa del Carmen,Private,59,7,52,23,809.6,65.059456,112.194368,32.529728,8.782
6/16/2018,Cartagena,Private,46,6,40,14,399,0.65436,52.67598,5.88924,8.891
6/16/2018,La Fortuna,Private Shared,32,1,31,17,428.4,115.222464,49.531608,16.861824,8.77
6/16/2018,Mexico City,Private,132,15,117,40,1496,9.81376,181.55456,29.44128,8.886
6/16/2018,Tamarindo,Dorm,144,3,141,86,1118,282.36208,153.09892,47.67152,8.752
6/16/2018,Bocas del Toro,Dorm,154,1,153,96,1056,286.61952,209.55264,80.53056,8.708
6/16/2018,Jaco,Dorm,118,2,116,69,897,238.31496,113.27316,32.36376,8.766
6/16/2018,Santa Teresa North,Dorm,140,1,139,79,1106,253.03068,174.12864,60.76364,8.729
6/16/2018,San Jose,Dorm,86,2,84,52,728,161.1792,111.03456,39.99632,8.707
6/16/2018,Manuel Antonio,Private,60,1,59,34,1071,241.5105,178.27866,56.20608,8.728
6/16/2018,Cartagena,Private Shared,14,2,12,5,128,0.5248,14.1696,3.77856,8.889
6/16/2018,Mexico City,Private Shared,68,8,60,23,655.5,6.45012,83.31405,20.42538,8.905
6/16/2018,Puerto Viejo,Dorm,66,1,65,37,518,127.85276,66.68732,21.238,8.741
6/16/2018,Bocas del Toro,Private,44,1,43,26,655.2,185.35608,123.57072,60.173568,8.714
6/16/2018,Venao,Dorm,51,1,50,28,308,85.11272,54.80552,26.01368,8.712
6/16/2018,Medellin,Private,88,8,80,38,866.4,253.629936,138.53736,41.916432,8.743
6/16/2018,Manuel Antonio,Dorm,116,2,114,69,1035,238.4847,156.1608,54.3168,8.712
6/16/2018,Jaco,Private Shared,26,1,25,15,378,97.01748,40.2948,15.18804,8.767
6/16/2018,Venao,Private,12,1,11,7,176.4,51.783984,33.99228,16.923816,8.707
6/16/2018,Montanita,Private,96,11,85,37,913.9,266.785688,75.689198,27.727726,8.788
6/16/2018,Playa del Carmen,Private Shared,54,7,47,21,678.3,57.845424,81.762282,12.792738,8.792
6/16/2018,Medellin,Dorm,215,21,194,90,1170,320.4396,177.489,70.9956,8.743
6/16/2018,Puerto Viejo,Private Shared,40,1,39,24,604.8,151.756416,78.853824,30.748032,8.759
6/16/2018,Quito,Private Shared,24,4,20,7,112,27.00096,0.55104,1.10208,8.984
6/16/2018,Santa Teresa North,Private,22,1,21,14,382.2,83.365464,54.532296,23.191896,8.731
6/16/2018,Red Frog,Dorm,24,1,23,14,168,46.56288,29.75616,11.15856,8.705
6/16/2018,La Fortuna,Private,20,1,19,10,294,74.97588,31.58148,9.40212,8.778
6/16/2018,Tamarindo,Private Shared,34,1,33,21,567,143.66646,80.43462,26.03664,8.743
6/16/2018,San Jose,Private,40,1,39,24,655.2,154.732032,102.08016,39.757536,8.712
6/16/2018,Medellin,Private Shared,24,3,21,11,211.2,59.055744,34.117248,8.6592,8.749
6/16/2018,San Jose,Private Shared,14,1,13,9,243,53.60094,37.8594,16.73784,8.732
6/16/2018,Montanita,Dorm,148,13,135,49,686,191.81932,50.06428,21.37576,8.793
6/16/2018,Bocas del Toro,Private Shared,32,1,31,20,396,116.24976,73.062,33.77088,8.7
6/16/2018,Jaco,Private,42,1,41,25,735,188.0424,78.9537,24.7107,8.752
6/16/2018,Antigua,Dorm,92,9,83,33,528,152.83488,70.57248,23.37984,8.785
6/16/2018,Quito,Dorm,150,21,129,43,516,123.97416,0.84624,7.19304,9
6/16/2018,Puerto Viejo,Private,32,1,31,18,567,145.06128,67.88124,29.29122,8.76
6/16/2018,Santa Teresa North,Private Shared,16,1,15,10,252,58.68576,41.53464,15.70464,8.725
6/16/2018,Tamarindo,Private,24,1,23,14,441,109.57086,57.8592,19.8891,8.731
6/16/2018,Quito,Private,36,6,30,12,250.8,59.434584,0.205656,0.205656,8.99
6/16/2018,Puerto Escondido,Dorm,108,12,96,36,540,1.7712,62.4348,3.5424,8.999
6/16/2018,Puerto Escondido,Private,26,3,23,9,336.6,1.656072,36.157572,10.488456,8.991
6/16/2018,Pedasi,Private,16,1,15,10,252,72.73728,48.97368,22.11048,8.709
6/16/2018,Venao,Private Shared,34,1,33,19,410.4,114.41952,77.064912,35.671968,8.688
6/16/2018,Antigua,Private Shared,52,6,46,20,646,182.22368,86.34436,25.42656,8.775
6/16/2018,Manuel Antonio,Private Shared,18,1,17,12,302.4,69.43104,46.122048,16.11792,8.706
6/16/2018,Red Frog,Private Shared,14,1,13,8,172.8,49.5936,31.456512,12.75264,8.725
6/16/2018,Pedasi,Dorm,8,1,7,5,60,16.728,10.8732,5.3136,8.692
6/17/2018,Jaco,Private,42,1,41,24,655.2,169.23816,73.067904,25.788672,8.744
6/17/2018,Medellin,Dorm,215,26,189,94,1128,326.51088,160.01808,63.82224,8.757
6/17/2018,Bocas del Toro,Dorm,154,3,151,92,1104,304.17408,219.98304,95.95968,8.688
6/17/2018,Tamarindo,Dorm,144,1,143,89,1335,327.3153,167.4891,76.629,8.752
6/17/2018,Mexico City,Dorm,254,26,228,74,1036,5.09712,114.6852,20.38848,8.894
6/17/2018,San Jose,Dorm,86,1,85,51,663,146.24454,108.18834,36.96888,8.731
6/17/2018,Puerto Escondido,Private,26,3,23,9,336.6,1.932084,39.193704,4.692204,8.999
6/17/2018,Cartagena,Dorm,114,12,102,38,570,8.8806,72.447,15.4242,8.884
6/17/2018,Medellin,Private,88,10,78,35,798,219.86496,120.40224,38.60724,8.766
6/17/2018,Puerto Viejo,Dorm,66,2,64,41,615,150.2814,71.1063,22.6935,8.753
6/17/2018,Playa del Carmen,Private Shared,54,6,48,19,577.6,44.047776,73.41296,17.050752,8.802
6/17/2018,Manuel Antonio,Private Shared,18,1,17,12,280.8,61.478352,42.827616,17.959968,8.706
